94c8 9511 || 0 1 1 || 0 1 1 ||
8360 e32d || 0 1 1 || 0 1 1 ||
83ce cadf || 0 1 1 || 0 1 1 ||
d329 a14a || 0 0 0 || 0 0 0 ||
c88c e460 || 0 1 1 || 0 1 1 ||
4428 fa4a || 0 0 1 || 0 0 1 ||
059c bd36 || 0 0 1 || 0 0 1 ||
e83a f010 || 0 1 1 || 0 1 1 ||
0489 280d || 0 1 1 || 0 1 1 ||
f71c d1f1 || 0 0 0 || 0 0 0 ||
be4a 14a2 || 0 1 0 || 0 1 0 ||
924d 2dd4 || 0 1 0 || 0 1 0 ||
fc15 1850 || 0 1 0 || 0 1 0 ||
22c5 c3e7 || 0 0 1 || 0 0 1 ||
fbe6 3357 || 0 1 0 || 0 1 0 ||
8450 8c15 || 0 1 1 || 0 1 1 ||
2d24 c324 || 0 0 1 || 0 0 1 ||
e841 6ad3 || 0 1 0 || 0 1 0 ||
0626 ceca || 0 0 1 || 0 0 1 ||
56cf aa6e || 0 0 1 || 0 0 1 ||
22e9 c46d || 0 0 1 || 0 0 1 ||
c7e3 109e || 0 1 0 || 0 1 0 ||
5d61 973b || 0 0 1 || 0 0 1 ||
d5d8 7950 || 0 1 0 || 0 1 0 ||
140d a0dc || 0 0 1 || 0 0 1 ||
ecdb 4cf3 || 0 1 0 || 0 1 0 ||
8ab9 8ec8 || 0 1 1 || 0 1 1 ||
3241 f1a5 || 0 0 1 || 0 0 1 ||
4530 5421 || 0 1 1 || 0 1 1 ||
7eb7 c493 || 0 0 1 || 0 0 1 ||
12e4 2cb1 || 0 1 1 || 0 1 1 ||
a204 6e34 || 0 1 0 || 0 1 0 ||
98cd 9c83 || 0 1 1 || 0 1 1 ||
4743 bff5 || 0 0 1 || 0 0 1 ||
1100 5f6b || 0 1 1 || 0 1 1 ||
c961 3ddf || 0 1 0 || 0 1 0 ||
7b26 a397 || 0 0 1 || 0 0 1 ||
46ce d99d || 0 0 1 || 0 0 1 ||
ec6a 0fd2 || 0 1 0 || 0 1 0 ||
0f16 3618 || 0 1 1 || 0 1 1 ||
bba4 1d1f || 0 1 0 || 0 1 0 ||
e848 bb63 || 0 0 0 || 0 0 0 ||
622f 5cc2 || 0 0 0 || 0 0 0 ||
f8f8 e0ea || 0 0 0 || 0 0 0 ||
0849 3ac3 || 0 1 1 || 0 1 1 ||
7e8f 1c6e || 0 0 0 || 0 0 0 ||
bbdf 1dac || 0 1 0 || 0 1 0 ||
8d62 8856 || 0 0 0 || 0 0 0 ||
9170 adae || 0 1 1 || 0 1 1 ||
ca52 e490 || 0 1 1 || 0 1 1 ||
ae74 d7d0 || 0 1 1 || 0 1 1 ||
5862 1caf || 0 0 0 || 0 0 0 ||
5dea 3cda || 0 0 0 || 0 0 0 ||
cee1 5109 || 0 1 0 || 0 1 0 ||
e0d5 f542 || 0 1 1 || 0 1 1 ||
5e8b dc1d || 0 0 1 || 0 0 1 ||
496c 8232 || 0 0 1 || 0 0 1 ||
83b0 a749 || 0 1 1 || 0 1 1 ||
4e53 014a || 0 0 0 || 0 0 0 ||
1636 2927 || 0 1 1 || 0 1 1 ||
aa32 f06b || 0 1 1 || 0 1 1 ||
12a5 5c2e || 0 1 1 || 0 1 1 ||
3f72 3829 || 0 0 0 || 0 0 0 ||
42bf 9795 || 0 0 1 || 0 0 1 ||
86f7 9b80 || 0 1 1 || 0 1 1 ||
ecc6 981f || 0 0 0 || 0 0 0 ||
5775 5c9c || 0 1 1 || 0 1 1 ||
2313 8d29 || 0 0 1 || 0 0 1 ||
b51b 9bcf || 0 0 0 || 0 0 0 ||
5790 81de || 0 0 1 || 0 0 1 ||
2b16 7a03 || 0 1 1 || 0 1 1 ||
81c3 9947 || 0 1 1 || 0 1 1 ||
d24e 8ee9 || 0 0 0 || 0 0 0 ||
6b3e 5fb5 || 0 0 0 || 0 0 0 ||
3f97 9452 || 0 0 1 || 0 0 1 ||
fbc2 8be9 || 0 0 0 || 0 0 0 ||
6834 5a69 || 0 0 0 || 0 0 0 ||
b8a4 fe6d || 0 1 1 || 0 1 1 ||
f19b 3998 || 0 1 0 || 0 1 0 ||
1357 6e5b || 0 1 1 || 0 1 1 ||
a656 fda1 || 0 1 1 || 0 1 1 ||
9f51 f335 || 0 1 1 || 0 1 1 ||
7eb8 209d || 0 0 0 || 0 0 0 ||
fb00 b42b || 0 0 0 || 0 0 0 ||
2808 67f9 || 0 1 1 || 0 1 1 ||
ecb8 83d2 || 0 0 0 || 0 0 0 ||
02f8 6baf || 0 1 1 || 0 1 1 ||
5361 3638 || 0 0 0 || 0 0 0 ||
9f82 9986 || 0 0 0 || 0 0 0 ||
0ace fb2c || 0 0 1 || 0 0 1 ||
98b7 0800 || 0 1 0 || 0 1 0 ||
46e2 ba78 || 0 0 1 || 0 0 1 ||
1190 1949 || 0 1 1 || 0 1 1 ||
35cc af35 || 0 0 1 || 0 0 1 ||
3e4f 4e58 || 0 1 1 || 0 1 1 ||
02d7 5f4e || 0 1 1 || 0 1 1 ||
67c9 8f7f || 0 0 1 || 0 0 1 ||
1f13 eeb4 || 0 0 1 || 0 0 1 ||
f37c 1327 || 0 1 0 || 0 1 0 ||
7632 e4d9 || 0 0 1 || 0 0 1 ||
6812 a213 || 0 0 1 || 0 0 1 ||
f1c5 104b || 0 1 0 || 0 1 0 ||
6ea4 8da1 || 0 0 1 || 0 0 1 ||
9685 bc8e || 0 1 1 || 0 1 1 ||
21f7 d43e || 0 0 1 || 0 0 1 ||
4fcb 8042 || 0 0 1 || 0 0 1 ||
cf47 964d || 0 0 0 || 0 0 0 ||
f966 d7e8 || 0 0 0 || 0 0 0 ||
bca9 7a3e || 0 1 0 || 0 1 0 ||
beca 8898 || 0 0 0 || 0 0 0 ||
2ee3 a65d || 0 0 1 || 0 0 1 ||
34a1 c9a6 || 0 0 1 || 0 0 1 ||
1019 eb9d || 0 0 1 || 0 0 1 ||
1505 7df3 || 0 1 1 || 0 1 1 ||
9994 37dc || 0 1 0 || 0 1 0 ||
953a 9465 || 0 0 0 || 0 0 0 ||
4043 a6a5 || 0 0 1 || 0 0 1 ||
1375 8281 || 0 0 1 || 0 0 1 ||
c8b1 e5d5 || 0 1 1 || 0 1 1 ||
69ce 6931 || 0 0 0 || 0 0 0 ||
d797 f1aa || 0 1 1 || 0 1 1 ||
2c2a a91e || 0 0 1 || 0 0 1 ||
0300 3b46 || 0 1 1 || 0 1 1 ||
afc8 97ea || 0 0 0 || 0 0 0 ||
db90 f62b || 0 1 1 || 0 1 1 ||
c4ed dffe || 0 1 1 || 0 1 1 ||
2a58 12a0 || 0 0 0 || 0 0 0 ||
475a 70f2 || 0 1 1 || 0 1 1 ||
e882 6795 || 0 1 0 || 0 1 0 ||
6453 6417 || 0 0 0 || 0 0 0 ||
2978 d81b || 0 0 1 || 0 0 1 ||
9ce1 fe6c || 0 1 1 || 0 1 1 ||
c32a 9558 || 0 0 0 || 0 0 0 ||
bdf8 e102 || 0 1 1 || 0 1 1 ||
da30 242c || 0 1 0 || 0 1 0 ||
1b2b cfcf || 0 0 1 || 0 0 1 ||
5430 e8ee || 0 0 1 || 0 0 1 ||
cfdd db8a || 0 1 1 || 0 1 1 ||
af9a 7dfa || 0 1 0 || 0 1 0 ||
b91c 5d46 || 0 1 0 || 0 1 0 ||
2ee4 05fa || 0 0 0 || 0 0 0 ||
c6b4 3a35 || 0 1 0 || 0 1 0 ||
b32f 34dd || 0 1 0 || 0 1 0 ||
2bd9 837f || 0 0 1 || 0 0 1 ||
8571 8693 || 0 1 1 || 0 1 1 ||
cdad 7825 || 0 1 0 || 0 1 0 ||
5ad5 089f || 0 0 0 || 0 0 0 ||
128e 0ec0 || 0 0 0 || 0 0 0 ||
46ce 3b78 || 0 0 0 || 0 0 0 ||
e0ee c9e3 || 0 0 0 || 0 0 0 ||
eb1b 8c13 || 0 0 0 || 0 0 0 ||
11a9 e9fe || 0 0 1 || 0 0 1 ||
2977 0e76 || 0 0 0 || 0 0 0 ||
3f55 71d4 || 0 1 1 || 0 1 1 ||
601a 07b3 || 0 0 0 || 0 0 0 ||
9cb1 c36e || 0 1 1 || 0 1 1 ||
6c23 ad35 || 0 0 1 || 0 0 1 ||
b704 20c6 || 0 1 0 || 0 1 0 ||
cd01 4e89 || 0 1 0 || 0 1 0 ||
4d3d dfe9 || 0 0 1 || 0 0 1 ||
97d0 aba8 || 0 1 1 || 0 1 1 ||
d933 7dd0 || 0 1 0 || 0 1 0 ||
2e8b 02fc || 0 0 0 || 0 0 0 ||
cc79 8090 || 0 0 0 || 0 0 0 ||
3bb9 01b8 || 0 0 0 || 0 0 0 ||
3506 2682 || 0 0 0 || 0 0 0 ||
843d 41f0 || 0 1 0 || 0 1 0 ||
803f 9f96 || 0 1 1 || 0 1 1 ||
a75d a518 || 0 0 0 || 0 0 0 ||
3fa5 2352 || 0 0 0 || 0 0 0 ||
a39d 9d11 || 0 0 0 || 0 0 0 ||
a074 ddf1 || 0 1 1 || 0 1 1 ||
96c7 be30 || 0 1 1 || 0 1 1 ||
53b1 6f95 || 0 1 1 || 0 1 1 ||
236c 5b00 || 0 1 1 || 0 1 1 ||
eeb6 c524 || 0 0 0 || 0 0 0 ||
d3fa caa4 || 0 0 0 || 0 0 0 ||
0361 db49 || 0 0 1 || 0 0 1 ||
9440 4f12 || 0 1 0 || 0 1 0 ||
d70d e9dd || 0 1 1 || 0 1 1 ||
97ac 081a || 0 1 0 || 0 1 0 ||
f64e f57d || 0 0 0 || 0 0 0 ||
bd42 3fd1 || 0 1 0 || 0 1 0 ||
ba78 9b80 || 0 0 0 || 0 0 0 ||
891d 0350 || 0 1 0 || 0 1 0 ||
56a6 3945 || 0 0 0 || 0 0 0 ||
750d 3b7b || 0 0 0 || 0 0 0 ||
06f8 77f8 || 0 1 1 || 0 1 1 ||
fb61 108b || 0 1 0 || 0 1 0 ||
c4bc 76b3 || 0 1 0 || 0 1 0 ||
ee8a 1fb8 || 0 1 0 || 0 1 0 ||
300a 128f || 0 0 0 || 0 0 0 ||
9feb 5f0a || 0 1 0 || 0 1 0 ||
70a6 f3c9 || 0 0 1 || 0 0 1 ||
d80e 4523 || 0 1 0 || 0 1 0 ||
3562 e30f || 0 0 1 || 0 0 1 ||
5e2d 239a || 0 0 0 || 0 0 0 ||
9dac e338 || 0 1 1 || 0 1 1 ||
7d7a 47ba || 0 0 0 || 0 0 0 ||
9e0e 0f05 || 0 1 0 || 0 1 0 ||
296f d56f || 0 0 1 || 0 0 1 ||
43f7 cff6 || 0 0 1 || 0 0 1 ||
4e05 4b89 || 0 0 0 || 0 0 0 ||
894e 3876 || 0 1 0 || 0 1 0 ||
4bda 7ba2 || 0 1 1 || 0 1 1 ||
61dc d581 || 0 0 1 || 0 0 1 ||
cc26 ac1b || 0 0 0 || 0 0 0 ||
536f f91b || 0 0 1 || 0 0 1 ||
8658 b60c || 0 1 1 || 0 1 1 ||
e11c 9bdd || 0 0 0 || 0 0 0 ||
7a95 8a0e || 0 0 1 || 0 0 1 ||
f7a0 8572 || 0 0 0 || 0 0 0 ||
2873 6705 || 0 1 1 || 0 1 1 ||
9028 5aca || 0 1 0 || 0 1 0 ||
442c 2d91 || 0 0 0 || 0 0 0 ||
16ae 3b7c || 0 1 1 || 0 1 1 ||
d479 6470 || 0 1 0 || 0 1 0 ||
cb59 9f39 || 0 0 0 || 0 0 0 ||
5768 d737 || 0 0 1 || 0 0 1 ||
635d e113 || 0 0 1 || 0 0 1 ||
779f 1e15 || 0 0 0 || 0 0 0 ||
a4d9 a0d2 || 0 0 0 || 0 0 0 ||
a938 001a || 0 1 0 || 0 1 0 ||
fbc8 b583 || 0 0 0 || 0 0 0 ||
a208 f31b || 0 1 1 || 0 1 1 ||
bbaa d845 || 0 1 1 || 0 1 1 ||
5542 38d3 || 0 0 0 || 0 0 0 ||
8868 d400 || 0 1 1 || 0 1 1 ||
03bb a0b6 || 0 0 1 || 0 0 1 ||
8eb8 6380 || 0 1 0 || 0 1 0 ||
b8b2 dfb3 || 0 1 1 || 0 1 1 ||
88be be0b || 0 1 1 || 0 1 1 ||
acdb 1575 || 0 1 0 || 0 1 0 ||
e819 990c || 0 0 0 || 0 0 0 ||
ebcc 19d5 || 0 1 0 || 0 1 0 ||
834f 442e || 0 1 0 || 0 1 0 ||
3336 b0e1 || 0 0 1 || 0 0 1 ||
7af4 e83d || 0 0 1 || 0 0 1 ||
46d6 f125 || 0 0 1 || 0 0 1 ||
79ba 9b9f || 0 0 1 || 0 0 1 ||
4fc8 d753 || 0 0 1 || 0 0 1 ||
4c50 230a || 0 0 0 || 0 0 0 ||
0b82 6d1f || 0 1 1 || 0 1 1 ||
ab55 c659 || 0 1 1 || 0 1 1 ||
21a2 4e9e || 0 1 1 || 0 1 1 ||
c1eb e11e || 0 1 1 || 0 1 1 ||
7b7f 6fe2 || 0 0 0 || 0 0 0 ||
a8f8 afd1 || 0 1 1 || 0 1 1 ||
1039 9b2f || 0 0 1 || 0 0 1 ||
00bd aec2 || 0 0 1 || 0 0 1 ||
226c 8a10 || 0 0 1 || 0 0 1 ||
bf1b 4a82 || 0 1 0 || 0 1 0 ||
1ed3 b47d || 0 0 1 || 0 0 1 ||
2c00 4d92 || 0 1 1 || 0 1 1 ||
1c38 288e || 0 1 1 || 0 1 1 ||
c800 8d31 || 0 0 0 || 0 0 0 ||
f65a ec97 || 0 0 0 || 0 0 0 ||
d5f0 6d50 || 0 1 0 || 0 1 0 ||
7858 ca11 || 0 0 1 || 0 0 1 ||
9f3a 09f2 || 0 1 0 || 0 1 0 ||
dfaa 0297 || 0 1 0 || 0 1 0 ||
f54e fe5b || 0 1 1 || 0 1 1 ||
1588 76d1 || 0 1 1 || 0 1 1 ||
da63 7043 || 0 1 0 || 0 1 0 ||
55b6 2ffa || 0 0 0 || 0 0 0 ||
e80d b262 || 0 0 0 || 0 0 0 ||
d8f6 250c || 0 1 0 || 0 1 0 ||
7d50 0d0a || 0 0 0 || 0 0 0 ||
2957 6df4 || 0 1 1 || 0 1 1 ||
b65d fb43 || 0 1 1 || 0 1 1 ||
6862 66fe || 0 0 0 || 0 0 0 ||
fbfe f4c1 || 0 0 0 || 0 0 0 ||
2e7b 7752 || 0 1 1 || 0 1 1 ||
4d6d 2abc || 0 0 0 || 0 0 0 ||
1245 5754 || 0 1 1 || 0 1 1 ||
48d5 147f || 0 0 0 || 0 0 0 ||
e697 452e || 0 1 0 || 0 1 0 ||
4806 5a51 || 0 1 1 || 0 1 1 ||
a8e3 9fe2 || 0 0 0 || 0 0 0 ||
f62b bcc1 || 0 0 0 || 0 0 0 ||
0637 19e7 || 0 1 1 || 0 1 1 ||
3144 f38f || 0 0 1 || 0 0 1 ||
1ea1 cf19 || 0 0 1 || 0 0 1 ||
c540 8f04 || 0 0 0 || 0 0 0 ||
2d4d 6557 || 0 1 1 || 0 1 1 ||
4a68 e9e7 || 0 0 1 || 0 0 1 ||
b67f 6583 || 0 1 0 || 0 1 0 ||
0258 4427 || 0 1 1 || 0 1 1 ||
9ca5 5d9f || 0 1 0 || 0 1 0 ||
88e6 fe09 || 0 1 1 || 0 1 1 ||
6e40 cdd4 || 0 0 1 || 0 0 1 ||
285e 370e || 0 1 1 || 0 1 1 ||
6c4f a01c || 0 0 1 || 0 0 1 ||
0a77 7e0d || 0 1 1 || 0 1 1 ||
da36 61b5 || 0 1 0 || 0 1 0 ||
ecf2 e3a5 || 0 0 0 || 0 0 0 ||
55f5 e95f || 0 0 1 || 0 0 1 ||
ce01 f45d || 0 1 1 || 0 1 1 ||
be74 cf45 || 0 1 1 || 0 1 1 ||
38b7 12a0 || 0 0 0 || 0 0 0 ||
8917 c7ee || 0 1 1 || 0 1 1 ||
e2ab 5e36 || 0 1 0 || 0 1 0 ||
f5eb 9691 || 0 0 0 || 0 0 0 ||
a3e6 46a7 || 0 1 0 || 0 1 0 ||
6ee6 085c || 0 0 0 || 0 0 0 ||
aabb 855b || 0 0 0 || 0 0 0 ||
f19e 0dd4 || 0 1 0 || 0 1 0 ||
1ab6 1f01 || 0 1 1 || 0 1 1 ||
09ab 5ff5 || 0 1 1 || 0 1 1 ||
7abe 635a || 0 0 0 || 0 0 0 ||
57c2 fe5d || 0 0 1 || 0 0 1 ||
6dd3 c13d || 0 0 1 || 0 0 1 ||
8cc8 c383 || 0 1 1 || 0 1 1 ||
e674 294c || 0 1 0 || 0 1 0 ||
4a1e b0d7 || 0 0 1 || 0 0 1 ||
99e4 b6c7 || 0 1 1 || 0 1 1 ||
8a88 0426 || 0 1 0 || 0 1 0 ||
4037 eb47 || 0 0 1 || 0 0 1 ||
f7e8 1058 || 0 1 0 || 0 1 0 ||
0ed6 1f25 || 0 1 1 || 0 1 1 ||
3a22 0b26 || 0 0 0 || 0 0 0 ||
016a 2385 || 0 1 1 || 0 1 1 ||
9670 28e8 || 0 1 0 || 0 1 0 ||
f711 ecd4 || 0 0 0 || 0 0 0 ||
dfd5 bf1e || 0 0 0 || 0 0 0 ||
31ef 69c7 || 0 1 1 || 0 1 1 ||
ef3d 55f2 || 0 1 0 || 0 1 0 ||
ee13 4ffe || 0 1 0 || 0 1 0 ||
bd46 2827 || 0 1 0 || 0 1 0 ||
814e 8602 || 0 1 1 || 0 1 1 ||
57da d85b || 0 0 1 || 0 0 1 ||
9a79 8bd2 || 0 0 0 || 0 0 0 ||
fb9b 7312 || 0 1 0 || 0 1 0 ||
98cf cd61 || 0 1 1 || 0 1 1 ||
49cc 7135 || 0 1 1 || 0 1 1 ||
b035 62a2 || 0 1 0 || 0 1 0 ||
161c 0a1b || 0 0 0 || 0 0 0 ||
d8ba 598f || 0 1 0 || 0 1 0 ||
f060 3bc1 || 0 1 0 || 0 1 0 ||
23b8 158c || 0 0 0 || 0 0 0 ||
86f5 ea3c || 0 1 1 || 0 1 1 ||
8553 d3f4 || 0 1 1 || 0 1 1 ||
2f09 3802 || 0 1 1 || 0 1 1 ||
1858 cc0d || 0 0 1 || 0 0 1 ||
e719 edc9 || 0 1 1 || 0 1 1 ||
add4 ef0f || 0 1 1 || 0 1 1 ||
3736 3304 || 0 0 0 || 0 0 0 ||
c0ef e18c || 0 1 1 || 0 1 1 ||
7932 682d || 0 0 0 || 0 0 0 ||
0cfc fd02 || 0 0 1 || 0 0 1 ||
463c 37cf || 0 0 0 || 0 0 0 ||
a154 c80c || 0 1 1 || 0 1 1 ||
64f6 d96f || 0 0 1 || 0 0 1 ||
5c37 3487 || 0 0 0 || 0 0 0 ||
bf9d deb3 || 0 1 1 || 0 1 1 ||
7be8 ecf5 || 0 0 1 || 0 0 1 ||
ce3a db59 || 0 1 1 || 0 1 1 ||
8de3 6b49 || 0 1 0 || 0 1 0 ||
17dd 2a44 || 0 1 1 || 0 1 1 ||
3176 8193 || 0 0 1 || 0 0 1 ||
6ea3 5a82 || 0 0 0 || 0 0 0 ||
ed55 0c06 || 0 1 0 || 0 1 0 ||
2114 cfe4 || 0 0 1 || 0 0 1 ||
75e2 5ec5 || 0 0 0 || 0 0 0 ||
1f9d 0b27 || 0 0 0 || 0 0 0 ||
24be a79d || 0 0 1 || 0 0 1 ||
6ddb f714 || 0 0 1 || 0 0 1 ||
63c9 045d || 0 0 0 || 0 0 0 ||
58a6 8e5d || 0 0 1 || 0 0 1 ||
0438 ab29 || 0 0 1 || 0 0 1 ||
1063 5fbc || 0 1 1 || 0 1 1 ||
c1b6 68a1 || 0 1 0 || 0 1 0 ||
3f4a ed54 || 0 0 1 || 0 0 1 ||
ff1c f373 || 0 0 0 || 0 0 0 ||
d280 d354 || 0 1 1 || 0 1 1 ||
cdb8 173e || 0 1 0 || 0 1 0 ||
1cd9 856d || 0 0 1 || 0 0 1 ||
500a 87cd || 0 0 1 || 0 0 1 ||
9016 c20d || 0 1 1 || 0 1 1 ||
156b 3dd8 || 0 1 1 || 0 1 1 ||
5de0 7373 || 0 1 1 || 0 1 1 ||
facc 0f46 || 0 1 0 || 0 1 0 ||
08df d2ef || 0 0 1 || 0 0 1 ||
2c20 4877 || 0 1 1 || 0 1 1 ||
fa50 eda4 || 0 0 0 || 0 0 0 ||
a4fd b700 || 0 1 1 || 0 1 1 ||
d23a 5b15 || 0 1 0 || 0 1 0 ||
6edf 68ec || 0 0 0 || 0 0 0 ||
c946 a1af || 0 0 0 || 0 0 0 ||
56a4 a438 || 0 0 1 || 0 0 1 ||
8381 6bde || 0 1 0 || 0 1 0 ||
36dd f05a || 0 0 1 || 0 0 1 ||
fb03 6415 || 0 1 0 || 0 1 0 ||
bace 96e4 || 0 0 0 || 0 0 0 ||
5feb 1d01 || 0 0 0 || 0 0 0 ||
f167 1de6 || 0 1 0 || 0 1 0 ||
5a4b 25df || 0 0 0 || 0 0 0 ||
6536 5238 || 0 0 0 || 0 0 0 ||
4563 5205 || 0 1 1 || 0 1 1 ||
123e 5898 || 0 1 1 || 0 1 1 ||
ce5f 809b || 0 0 0 || 0 0 0 ||
ed8a 513d || 0 1 0 || 0 1 0 ||
8f04 fe31 || 0 1 1 || 0 1 1 ||
8904 6b7c || 0 1 0 || 0 1 0 ||
fcbf 24b9 || 0 1 0 || 0 1 0 ||
0af6 c948 || 0 0 1 || 0 0 1 ||
4685 54a0 || 0 1 1 || 0 1 1 ||
1c6d f106 || 0 0 1 || 0 0 1 ||
2a46 9da5 || 0 0 1 || 0 0 1 ||
6e5e 0649 || 0 0 0 || 0 0 0 ||
9df2 4220 || 0 1 0 || 0 1 0 ||
11ee e8e0 || 0 0 1 || 0 0 1 ||
7d20 8b39 || 0 0 1 || 0 0 1 ||
4f22 e9dc || 0 0 1 || 0 0 1 ||
1e10 f003 || 0 0 1 || 0 0 1 ||
fbfe 1d96 || 0 1 0 || 0 1 0 ||
12fd b423 || 0 0 1 || 0 0 1 ||
1c9f c3ea || 0 0 1 || 0 0 1 ||
dbe1 debd || 0 1 1 || 0 1 1 ||
da53 cc87 || 0 0 0 || 0 0 0 ||
4b76 5388 || 0 1 1 || 0 1 1 ||
4c07 2dbd || 0 0 0 || 0 0 0 ||
9be4 27db || 0 1 0 || 0 1 0 ||
9776 efab || 0 1 1 || 0 1 1 ||
fe9f 174d || 0 1 0 || 0 1 0 ||
6a73 b610 || 0 0 1 || 0 0 1 ||
47bd e2b5 || 0 0 1 || 0 0 1 ||
94fb 40ae || 0 1 0 || 0 1 0 ||
b5d1 9453 || 0 0 0 || 0 0 0 ||
09c7 b7c0 || 0 0 1 || 0 0 1 ||
b29b e6f3 || 0 1 1 || 0 1 1 ||
4391 f3f4 || 0 0 1 || 0 0 1 ||
88c9 769c || 0 1 0 || 0 1 0 ||
44f1 31ba || 0 0 0 || 0 0 0 ||
a136 43c7 || 0 1 0 || 0 1 0 ||
ca9a a5c1 || 0 0 0 || 0 0 0 ||
37cb 2f10 || 0 0 0 || 0 0 0 ||
41be f335 || 0 0 1 || 0 0 1 ||
78b2 faf7 || 0 0 1 || 0 0 1 ||
9d83 c27b || 0 1 1 || 0 1 1 ||
9ac6 b560 || 0 1 1 || 0 1 1 ||
53a5 7011 || 0 1 1 || 0 1 1 ||
0cd3 ece6 || 0 0 1 || 0 0 1 ||
a87e 03b1 || 0 1 0 || 0 1 0 ||
66f2 92c4 || 0 0 1 || 0 0 1 ||
4570 6ea8 || 0 1 1 || 0 1 1 ||
84ab c574 || 0 1 1 || 0 1 1 ||
87f0 3f65 || 0 1 0 || 0 1 0 ||
f832 7ea7 || 0 1 0 || 0 1 0 ||
0620 786a || 0 1 1 || 0 1 1 ||
20b0 4cb3 || 0 1 1 || 0 1 1 ||
f3e3 8e3d || 0 0 0 || 0 0 0 ||
ab65 bed6 || 0 1 1 || 0 1 1 ||
5e11 b7e3 || 0 0 1 || 0 0 1 ||
2fd1 1e0c || 0 0 0 || 0 0 0 ||
8a83 46d2 || 0 1 0 || 0 1 0 ||
90b5 ef60 || 0 1 1 || 0 1 1 ||
1726 4395 || 0 1 1 || 0 1 1 ||
a363 674e || 0 1 0 || 0 1 0 ||
94b3 d174 || 0 1 1 || 0 1 1 ||
53a1 408b || 0 0 0 || 0 0 0 ||
ce14 8f5c || 0 0 0 || 0 0 0 ||
b3bf 7174 || 0 1 0 || 0 1 0 ||
45a3 3f9f || 0 0 0 || 0 0 0 ||
dff2 670b || 0 1 0 || 0 1 0 ||
9a66 1ae1 || 0 1 0 || 0 1 0 ||
5215 a115 || 0 0 1 || 0 0 1 ||
454d be81 || 0 0 1 || 0 0 1 ||
f8d9 cea6 || 0 0 0 || 0 0 0 ||
b022 4178 || 0 1 0 || 0 1 0 ||
1957 42e9 || 0 1 1 || 0 1 1 ||
975e cd44 || 0 1 1 || 0 1 1 ||
1214 6ebc || 0 1 1 || 0 1 1 ||
feba 420c || 0 1 0 || 0 1 0 ||
5e14 3a6b || 0 0 0 || 0 0 0 ||
280b b771 || 0 0 1 || 0 0 1 ||
df9b de38 || 0 0 0 || 0 0 0 ||
7a9f 934e || 0 0 1 || 0 0 1 ||
7944 e9d6 || 0 0 1 || 0 0 1 ||
8e39 c891 || 0 1 1 || 0 1 1 ||
7fb8 80a3 || 0 0 1 || 0 0 1 ||
367b 3d5f || 0 1 1 || 0 1 1 ||
381e 47ca || 0 1 1 || 0 1 1 ||
825d cccc || 0 1 1 || 0 1 1 ||
4c73 c05a || 0 0 1 || 0 0 1 ||
87ee 9f32 || 0 1 1 || 0 1 1 ||
7923 697b || 0 0 0 || 0 0 0 ||
3715 5946 || 0 1 1 || 0 1 1 ||
0672 279f || 0 1 1 || 0 1 1 ||
2ec2 90d4 || 0 0 1 || 0 0 1 ||
3d31 c607 || 0 0 1 || 0 0 1 ||
50cd 875c || 0 0 1 || 0 0 1 ||
74cd 3e6e || 0 0 0 || 0 0 0 ||
fe90 cc1c || 0 0 0 || 0 0 0 ||
d2d7 d032 || 0 0 0 || 0 0 0 ||
b9d4 7764 || 0 1 0 || 0 1 0 ||
93e3 850d || 0 0 0 || 0 0 0 ||
c932 2590 || 0 1 0 || 0 1 0 ||
6086 4383 || 0 0 0 || 0 0 0 ||
fb61 fcff || 0 1 1 || 0 1 1 ||
7542 4581 || 0 0 0 || 0 0 0 ||
a65d cd8c || 0 1 1 || 0 1 1 ||
df68 e555 || 0 1 1 || 0 1 1 ||
522a 3b39 || 0 0 0 || 0 0 0 ||
7e8c fb12 || 0 0 1 || 0 0 1 ||
d0be 32d8 || 0 1 0 || 0 1 0 ||
bd37 e168 || 0 1 1 || 0 1 1 ||
93c5 9ce3 || 0 1 1 || 0 1 1 ||
de58 45b2 || 0 1 0 || 0 1 0 ||
e452 8931 || 0 0 0 || 0 0 0 ||
125d f49f || 0 0 1 || 0 0 1 ||
2be1 0e0c || 0 0 0 || 0 0 0 ||
41bb 0999 || 0 0 0 || 0 0 0 ||
1238 0744 || 0 0 0 || 0 0 0 ||
4848 a956 || 0 0 1 || 0 0 1 ||
6540 3468 || 0 0 0 || 0 0 0 ||
62ba 21dd || 0 0 0 || 0 0 0 ||
d414 d0c5 || 0 0 0 || 0 0 0 ||
6f21 da78 || 0 0 1 || 0 0 1 ||
bdc7 6fd3 || 0 1 0 || 0 1 0 ||
f478 9bf4 || 0 0 0 || 0 0 0 ||
c583 cd9e || 0 1 1 || 0 1 1 ||
6991 29a4 || 0 0 0 || 0 0 0 ||
03cf ecbb || 0 0 1 || 0 0 1 ||
4630 4bef || 0 1 1 || 0 1 1 ||
ace1 52f5 || 0 1 0 || 0 1 0 ||
1e4f abf4 || 0 0 1 || 0 0 1 ||
e0e5 3a02 || 0 1 0 || 0 1 0 ||
4ea6 c7e5 || 0 0 1 || 0 0 1 ||
3726 2183 || 0 0 0 || 0 0 0 ||
2e4a 46e2 || 0 1 1 || 0 1 1 ||
1cb1 bf1f || 0 0 1 || 0 0 1 ||
